adm2,group,phase,group_name,total_eligible
27119,5,1c,Ppl w. significant comorbid cond.,3256
27119,6,1c,Ppl w. moderate comorbid cond.,7247
27119,7,1c,All older adults,5635
27119,8,U,Ppl in homeless shelters,261
27119,9,U,Incarcerated,353
27119,10,U,Young adults,4754
27119,11,U,Children,7556
27119,12,U,Critical risk workers-2,1942
27121,0,1a,High risk workers,453
27121,1,1a,Older adults,362
27121,2,1b,Critical risk workers-1,360
27121,3,1b,Teachers,287
27121,4,1b,First responders,128
27121,5,1c,Ppl w. significant comorbid cond.,1060
27121,6,1c,Ppl w. moderate comorbid cond.,2360
27121,7,1c,All older adults,2565
27121,8,U,Ppl in homeless shelters,49
27121,9,U,Incarcerated,24
27121,10,U,Young adults,1250
27121,11,U,Children,2298
27121,12,U,Critical risk workers-2,667
27123,0,1a,High risk workers,46285
27123,1,1a,Older adults,3118
27123,2,1b,Critical risk workers-1,18631
27123,3,1b,Teachers,18380
27123,4,1b,First responders,3783
27123,5,1c,Ppl w. significant comorbid cond.,47729
27123,6,1c,Ppl w. moderate comorbid cond.,106236
27123,7,1c,All older adults,74248
27123,8,U,Ppl in homeless shelters,6264
27123,9,U,Incarcerated,3519
27123,10,U,Young adults,102485
27123,11,U,Children,126490
27123,12,U,Critical risk workers-2,44897
27125,0,1a,High risk workers,36
27125,1,1a,Older adults,170
27125,2,1b,Critical risk workers-1,139
27125,3,1b,Teachers,195
27125,4,1b,First responders,52
27125,5,1c,Ppl w. significant comorbid cond.,400
27125,6,1c,Ppl w. moderate comorbid cond.,891
27125,7,1c,All older adults,777
27125,8,U,Ppl in homeless shelters,10
27125,9,U,Incarcerated,22
27125,10,U,Young adults,427
27125,11,U,Children,985
27125,12,U,Critical risk workers-2,132
27127,0,1a,High risk workers,829
27127,1,1a,Older adults,22
27127,2,1b,Critical risk workers-1,455
27127,3,1b,Teachers,401
27127,4,1b,First responders,204
27127,5,1c,Ppl w. significant comorbid cond.,1549
27127,6,1c,Ppl w. moderate comorbid cond.,3448
27127,7,1c,All older adults,3214
27127,8,U,Ppl in homeless shelters,133
27127,9,U,Incarcerated,85
27127,10,U,Young adults,1894
27127,11,U,Children,3738
27127,12,U,Critical risk workers-2,876
27129,0,1a,High risk workers,705
27129,1,1a,Older adults,27
27129,2,1b,Critical risk workers-1,956
27129,3,1b,Teachers,371
27129,4,1b,First responders,201
27129,5,1c,Ppl w. significant comorbid cond.,1533
27129,6,1c,Ppl w. moderate comorbid cond.,3413
27129,7,1c,All older adults,2980
27129,8,U,Ppl in homeless shelters,70
27129,9,U,Incarcerated,114
27129,10,U,Young adults,1759
27129,11,U,Children,3376
27129,12,U,Critical risk workers-2,819
27131,0,1a,High risk workers,2150
27131,1,1a,Older adults,523
27131,2,1b,Critical risk workers-1,4728
27131,3,1b,Teachers,2265
27131,4,1b,First responders,182
27131,5,1c,Ppl w. significant comorbid cond.,5610
27131,6,1c,Ppl w. moderate comorbid cond.,12487
27131,7,1c,All older adults,9708
27131,8,U,Ppl in homeless shelters,432
27131,9,U,Incarcerated,223
27131,10,U,Young adults,13110
27131,11,U,Children,14497
27131,12,U,Critical risk workers-2,4399
27133,0,1a,High risk workers,344
27133,1,1a,Older adults,264
27133,2,1b,Critical risk workers-1,254
27133,3,1b,Teachers,324
27133,4,1b,First responders,120
27133,5,1c,Ppl w. significant comorbid cond.,993
27133,6,1c,Ppl w. moderate comorbid cond.,2211
27133,7,1c,All older adults,1849
27133,8,U,Ppl in homeless shelters,45
27133,9,U,Incarcerated,11
27133,10,U,Young adults,1156
27133,11,U,Children,2354
27133,12,U,Critical risk workers-2,456
27135,0,1a,High risk workers,486
27135,1,1a,Older adults,202
27135,2,1b,Critical risk workers-1,739
27135,3,1b,Teachers,615
27135,4,1b,First responders,202
27135,5,1c,Ppl w. significant comorbid cond.,1554
27135,6,1c,Ppl w. moderate comorbid cond.,3460
27135,7,1c,All older adults,2509
27135,8,U,Ppl in homeless shelters,40
27135,9,U,Incarcerated,73
27135,10,U,Young adults,2017
27135,11,U,Children,3774
27135,12,U,Critical risk workers-2,659
27137,0,1a,High risk workers,23134
27137,1,1a,Older adults,1739
27137,2,1b,Critical risk workers-1,7075
27137,3,1b,Teachers,5229
27137,4,1b,First responders,2689
27137,5,1c,Ppl w. significant comorbid cond.,19455
27137,6,1c,Ppl w. moderate comorbid cond.,43304
27137,7,1c,All older adults,36531
27137,8,U,Ppl in homeless shelters,2090
27137,9,U,Incarcerated,1138
27137,10,U,Young adults,37108
27137,11,U,Children,38329
27137,12,U,Critical risk workers-2,18059
27139,0,1a,High risk workers,4588
27139,1,1a,Older adults,753
27139,2,1b,Critical risk workers-1,6010
27139,3,1b,Teachers,4511
27139,4,1b,First responders,1788
27139,5,1c,Ppl w. significant comorbid cond.,11523
27139,6,1c,Ppl w. moderate comorbid cond.,25648
27139,7,1c,All older adults,14306
27139,8,U,Ppl in homeless shelters,336
27139,9,U,Incarcerated,640
27139,10,U,Young adults,18619
27139,11,U,Children,40405
27139,12,U,Critical risk workers-2,9282
27141,0,1a,High risk workers,3628
27141,1,1a,Older adults,747
27141,2,1b,Critical risk workers-1,3342
27141,3,1b,Teachers,2715
27141,4,1b,First responders,480
27141,5,1c,Ppl w. significant comorbid cond.,8260
27141,6,1c,Ppl w. moderate comorbid cond.,18385
27141,7,1c,All older adults,9830
27141,8,U,Ppl in homeless shelters,218
27141,9,U,Incarcerated,870
27141,10,U,Young adults,13396
27141,11,U,Children,25085
27141,12,U,Critical risk workers-2,5324
27143,0,1a,High risk workers,308
27143,1,1a,Older adults,374
27143,2,1b,Critical risk workers-1,609
27143,3,1b,Teachers,377
27143,4,1b,First responders,178
27143,5,1c,Ppl w. significant comorbid cond.,1527
27143,6,1c,Ppl w. moderate comorbid cond.,3399
27143,7,1c,All older adults,2652
27143,8,U,Ppl in homeless shelters,47
27143,9,U,Incarcerated,53
27143,10,U,Young adults,1849
27143,11,U,Children,3560
27143,12,U,Critical risk workers-2,1254
27145,0,1a,High risk workers,14777
27145,1,1a,Older adults,1319
27145,2,1b,Critical risk workers-1,10556
27145,3,1b,Teachers,4445
27145,4,1b,First responders,2049
27145,5,1c,Ppl w. significant comorbid cond.,13430
27145,6,1c,Ppl w. moderate comorbid cond.,29893
27145,7,1c,All older adults,22187
27145,8,U,Ppl in homeless shelters,1268
27145,9,U,Incarcerated,783
27145,10,U,Young adults,33643
27145,11,U,Children,36141
27145,12,U,Critical risk workers-2,14713
27147,0,1a,High risk workers,1540
27147,1,1a,Older adults,434
27147,2,1b,Critical risk workers-1,2028
27147,3,1b,Teachers,1033
27147,4,1b,First responders,503
27147,5,1c,Ppl w. significant comorbid cond.,3526
27147,6,1c,Ppl w. moderate comorbid cond.,7847
27147,7,1c,All older adults,6049
27147,8,U,Ppl in homeless shelters,274
27147,9,U,Incarcerated,187
27147,10,U,Young adults,4896
27147,11,U,Children,9272
27147,12,U,Critical risk workers-2,2410
27149,0,1a,High risk workers,490
27149,1,1a,Older adults,133
27149,2,1b,Critical risk workers-1,308
27149,3,1b,Teachers,246
27149,4,1b,First responders,118
27149,5,1c,Ppl w. significant comorbid cond.,925
27149,6,1c,Ppl w. moderate comorbid cond.,2059
27149,7,1c,All older adults,1669
27149,8,U,Ppl in homeless shelters,61
27149,9,U,Incarcerated,26
27149,10,U,Young adults,2477
27149,11,U,Children,2051
27149,12,U,Critical risk workers-2,1358
27151,0,1a,High risk workers,408
27151,1,1a,Older adults,99
27151,2,1b,Critical risk workers-1,380
27151,3,1b,Teachers,236
27151,4,1b,First responders,119
27151,5,1c,Ppl w. significant comorbid cond.,1060
27151,6,1c,Ppl w. moderate comorbid cond.,2360
27151,7,1c,All older adults,2025
27151,8,U,Ppl in homeless shelters,30
27151,9,U,Incarcerated,20
27151,10,U,Young adults,1109
27151,11,U,Children,2119
27151,12,U,Critical risk workers-2,452
27153,0,1a,High risk workers,846
27153,1,1a,Older adults,474
27153,2,1b,Critical risk workers-1,1796
27153,3,1b,Teachers,612
27153,4,1b,First responders,64
27153,5,1c,Ppl w. significant comorbid cond.,2616
27153,6,1c,Ppl w. moderate comorbid cond.,5824
27153,7,1c,All older adults,5051
27153,8,U,Ppl in homeless shelters,124
27153,9,U,Incarcerated,43
27153,10,U,Young adults,2960
27153,11,U,Children,5809
27153,12,U,Critical risk workers-2,1083
27155,0,1a,High risk workers,174
27155,1,1a,Older adults,103
27155,2,1b,Critical risk workers-1,134
27155,3,1b,Teachers,79
27155,4,1b,First responders,54
27155,5,1c,Ppl w. significant comorbid cond.,380
27155,6,1c,Ppl w. moderate comorbid cond.,847
27155,7,1c,All older adults,833
27155,8,U,Ppl in homeless shelters,7
27155,9,U,Incarcerated,14
27155,10,U,Young adults,380
27155,11,U,Children,693
27155,12,U,Critical risk workers-2,125
27157,0,1a,High risk workers,668
27157,1,1a,Older adults,233
27157,2,1b,Critical risk workers-1,878
27157,3,1b,Teachers,604
27157,4,1b,First responders,288
27157,5,1c,Ppl w. significant comorbid cond.,2530
27157,6,1c,Ppl w. moderate comorbid cond.,5631
27157,7,1c,All older adults,4450
27157,8,U,Ppl in homeless shelters,105
27157,9,U,Incarcerated,83
27157,10,U,Young adults,2546
27157,11,U,Children,4638
27157,12,U,Critical risk workers-2,1185
27159,0,1a,High risk workers,858
27159,1,1a,Older adults,299
27159,2,1b,Critical risk workers-1,467
27159,3,1b,Teachers,342
27159,4,1b,First responders,168
27159,5,1c,Ppl w. significant comorbid cond.,1501
27159,6,1c,Ppl w. moderate comorbid cond.,3342
27159,7,1c,All older adults,2865
27159,8,U,Ppl in homeless shelters,166
27159,9,U,Incarcerated,58
27159,10,U,Young adults,1743
27159,11,U,Children,3407
27159,12,U,Critical risk workers-2,458
27161,0,1a,High risk workers,957
27161,1,1a,Older adults,221
27161,2,1b,Critical risk workers-1,640
27161,3,1b,Teachers,511
27161,4,1b,First responders,236
27161,5,1c,Ppl w. significant comorbid cond.,1712
27161,6,1c,Ppl w. moderate comorbid cond.,3811
27161,7,1c,All older adults,3187
27161,8,U,Ppl in homeless shelters,116
27161,9,U,Incarcerated,274
27161,10,U,Young adults,2651
27161,11,U,Children,4426
27161,12,U,Critical risk workers-2,1022
27163,0,1a,High risk workers,11420
27163,1,1a,Older adults,1395
27163,2,1b,Critical risk workers-1,8891
27163,3,1b,Teachers,8607
27163,4,1b,First responders,859
27163,5,1c,Ppl w. significant comorbid cond.,21119
27163,6,1c,Ppl w. moderate comorbid cond.,47007
27163,7,1c,All older adults,34983
27163,8,U,Ppl in homeless shelters,588
27163,9,U,Incarcerated,981
27163,10,U,Young adults,33834
27163,11,U,Children,63020
27163,12,U,Critical risk workers-2,17474
27165,0,1a,High risk workers,427
27165,1,1a,Older adults,192
27165,2,1b,Critical risk workers-1,1722
27165,3,1b,Teachers,409
27165,4,1b,First responders,142
27165,5,1c,Ppl w. significant comorbid cond.,1148
27165,6,1c,Ppl w. moderate comorbid cond.,2556
27165,7,1c,All older adults,2115
27165,8,U,Ppl in homeless shelters,20
27165,9,U,Incarcerated,55
27165,10,U,Young adults,1506
27165,11,U,Children,2666
27165,12,U,Critical risk workers-2,580
27167,0,1a,High risk workers,248
27167,1,1a,Older adults,124
27167,2,1b,Critical risk workers-1,73
27167,3,1b,Teachers,243
27167,4,1b,First responders,90
27167,5,1c,Ppl w. significant comorbid cond.,682
27167,6,1c,Ppl w. moderate comorbid cond.,1517
27167,7,1c,All older adults,1204
27167,8,U,Ppl in homeless shelters,21
27167,9,U,Incarcerated,19
27167,10,U,Young adults,720
27167,11,U,Children,1390
27167,12,U,Critical risk workers-2,311
27169,0,1a,High risk workers,2097
27169,1,1a,Older adults,557
27169,2,1b,Critical risk workers-1,2228
27169,3,1b,Teachers,1400
27169,4,1b,First responders,655
27169,5,1c,Ppl w. significant comorbid cond.,5181
27169,6,1c,Ppl w. moderate comorbid cond.,11533
27169,7,1c,All older adults,8139
27169,8,U,Ppl in homeless shelters,277
27169,9,U,Incarcerated,195
27169,10,U,Young adults,13536
27169,11,U,Children,9268
27169,12,U,Critical risk workers-2,3667
27171,0,1a,High risk workers,5561
27171,1,1a,Older adults,805
27171,2,1b,Critical risk workers-1,5451
27171,3,1b,Teachers,3676
27171,4,1b,First responders,1641
27171,5,1c,Ppl w. significant comorbid cond.,11733
27171,6,1c,Ppl w. moderate comorbid cond.,26115
27171,7,1c,All older adults,15650
27171,8,U,Ppl in homeless shelters,495
27171,9,U,Incarcerated,566
27171,10,U,Young adults,16826
27171,11,U,Children,37650
27171,12,U,Critical risk workers-2,8919
27173,0,1a,High risk workers,601
27173,1,1a,Older adults,348
27173,2,1b,Critical risk workers-1,422
27173,3,1b,Teachers,259
27173,4,1b,First responders,108
27173,5,1c,Ppl w. significant comorbid cond.,1078
27173,6,1c,Ppl w. moderate comorbid cond.,2398
27173,7,1c,All older adults,1951
27173,8,U,Ppl in homeless shelters,110
27173,9,U,Incarcerated,58
27173,10,U,Young adults,1231
27173,11,U,Children,2279
27173,12,U,Critical risk workers-2,559
28001,0,1a,High risk workers,1120
28001,1,1a,Older adults,298
28001,2,1b,Critical risk workers-1,1127
28001,3,1b,Teachers,825
28001,4,1b,First responders,529
28001,5,1c,Ppl w. significant comorbid cond.,4393
28001,6,1c,Ppl w. moderate comorbid cond.,9778
28001,7,1c,All older adults,5586
28001,8,U,Ppl in homeless shelters,19
28001,9,U,Incarcerated,333
28001,10,U,Young adults,4582
28001,11,U,Children,6604
28001,12,U,Critical risk workers-2,1886
28003,0,1a,High risk workers,1844
28003,1,1a,Older adults,290
28003,2,1b,Critical risk workers-1,1234
28003,3,1b,Teachers,977
28003,4,1b,First responders,475
28003,5,1c,Ppl w. significant comorbid cond.,4632
28003,6,1c,Ppl w. moderate comorbid cond.,10310
28003,7,1c,All older adults,6605
28003,8,U,Ppl in homeless shelters,62
28003,9,U,Incarcerated,433
28003,10,U,Young adults,5396
28003,11,U,Children,8763
28003,12,U,Critical risk workers-2,2481
28005,0,1a,High risk workers,219
28005,1,1a,Older adults,235
28005,2,1b,Critical risk workers-1,421
28005,3,1b,Teachers,206
28005,4,1b,First responders,141
28005,5,1c,Ppl w. significant comorbid cond.,1762
28005,6,1c,Ppl w. moderate comorbid cond.,3923
28005,7,1c,All older adults,2762
28005,9,U,Incarcerated,140
28005,10,U,Young adults,1556
28005,11,U,Children,2592
28005,12,U,Critical risk workers-2,385
28007,0,1a,High risk workers,648
28007,1,1a,Older adults,118
28007,2,1b,Critical risk workers-1,441
28007,3,1b,Teachers,585
28007,4,1b,First responders,48
28007,5,1c,Ppl w. significant comorbid cond.,2420
28007,6,1c,Ppl w. moderate comorbid cond.,5387
28007,7,1c,All older adults,3480
28007,8,U,Ppl in homeless shelters,50
28007,9,U,Incarcerated,194
28007,10,U,Young adults,2526
28007,11,U,Children,4739
28007,12,U,Critical risk workers-2,881
28009,0,1a,High risk workers,107
28009,1,1a,Older adults,368
28009,2,1b,Critical risk workers-1,118
28009,3,1b,Teachers,188
28009,4,1b,First responders,84
28009,5,1c,Ppl w. significant comorbid cond.,1107
28009,6,1c,Ppl w. moderate comorbid cond.,2465
28009,7,1c,All older adults,1450
28009,9,U,Incarcerated,68
28009,10,U,Young adults,1161
28009,11,U,Children,1800
28009,12,U,Critical risk workers-2,172
28011,0,1a,High risk workers,1155
28011,1,1a,Older adults,81
28011,2,1b,Critical risk workers-1,1108
28011,3,1b,Teachers,1006
28011,4,1b,First responders,565
28011,5,1c,Ppl w. significant comorbid cond.,4077
28011,6,1c,Ppl w. moderate comorbid cond.,9075
28011,7,1c,All older adults,4739
28011,8,U,Ppl in homeless shelters,87
28011,9,U,Incarcerated,658
28011,10,U,Young adults,5954
28011,11,U,Children,8145
28011,12,U,Critical risk workers-2,2053
28013,0,1a,High risk workers,384
28013,1,1a,Older adults,350
28013,2,1b,Critical risk workers-1,396
28013,3,1b,Teachers,389
28013,4,1b,First responders,169
28013,5,1c,Ppl w. significant comorbid cond.,1991
28013,6,1c,Ppl w. moderate comorbid cond.,4431
28013,7,1c,All older adults,2623
28013,8,U,Ppl in homeless shelters,8
28013,9,U,Incarcerated,165
28013,10,U,Young adults,1980
28013,11,U,Children,3486
28013,12,U,Critical risk workers-2,560
28015,0,1a,High risk workers,115
28015,1,1a,Older adults,83
28015,2,1b,Critical risk workers-1,159
28015,3,1b,Teachers,165
28015,4,1b,First responders,119
28015,5,1c,Ppl w. significant comorbid cond.,1271
28015,6,1c,Ppl w. moderate comorbid cond.,2830
28015,7,1c,All older adults,2249
28015,9,U,Incarcerated,103
28015,10,U,Young adults,1337
28015,11,U,Children,1969
28015,12,U,Critical risk workers-2,424
28017,0,1a,High risk workers,491
28017,1,1a,Older adults,257
28017,2,1b,Critical risk workers-1,756
28017,3,1b,Teachers,449
28017,4,1b,First responders,222
28017,5,1c,Ppl w. significant comorbid cond.,2207
28017,6,1c,Ppl w. moderate comorbid cond.,4913
28017,7,1c,All older adults,2798
28017,9,U,Incarcerated,472
28017,10,U,Young adults,2772
28017,11,U,Children,4307
28017,12,U,Critical risk workers-2,573
28019,0,1a,High risk workers,156
28019,1,1a,Older adults,49
28019,2,1b,Critical risk workers-1,126
28019,3,1b,Teachers,218
28019,4,1b,First responders,105
28019,5,1c,Ppl w. significant comorbid cond.,1127
28019,6,1c,Ppl w. moderate comorbid cond.,2508
28019,7,1c,All older adults,1740
28019,8,U,Ppl in homeless shelters,14
28019,9,U,Incarcerated,142
28019,10,U,Young adults,1098
28019,11,U,Children,1844
28019,12,U,Critical risk workers-2,322
28021,0,1a,High risk workers,254
28021,1,1a,Older adults,144
28021,2,1b,Critical risk workers-1,107
28021,3,1b,Teachers,286
28021,4,1b,First responders,174
28021,5,1c,Ppl w. significant comorbid cond.,1332
28021,6,1c,Ppl w. moderate comorbid cond.,2964
28021,7,1c,All older adults,1398
28021,9,U,Incarcerated,89
28021,10,U,Young adults,2344
28021,11,U,Children,1992
28021,12,U,Critical risk workers-2,379
28023,0,1a,High risk workers,479
28023,1,1a,Older adults,514
28023,2,1b,Critical risk workers-1,297
28023,3,1b,Teachers,399
28023,4,1b,First responders,200
28023,5,1c,Ppl w. significant comorbid cond.,2132
28023,6,1c,Ppl w. moderate comorbid cond.,4746
28023,7,1c,All older adults,3113
28023,9,U,Incarcerated,160
28023,10,U,Young adults,2204
28023,11,U,Children,3601
28023,12,U,Critical risk workers-2,325
28025,0,1a,High risk workers,635
28025,1,1a,Older adults,283
28025,2,1b,Critical risk workers-1,654
28025,3,1b,Teachers,522
28025,4,1b,First responders,233
28025,5,1c,Ppl w. significant comorbid cond.,2722
28025,6,1c,Ppl w. moderate comorbid cond.,6058
28025,7,1c,All older adults,3452
28025,8,U,Ppl in homeless shelters,7
28025,9,U,Incarcerated,345
28025,10,U,Young adults,3085
28025,11,U,Children,4618
28025,12,U,Critical risk workers-2,876
28027,0,1a,High risk workers,889
28027,1,1a,Older adults,167
28027,2,1b,Critical risk workers-1,557
28027,3,1b,Teachers,788
28027,4,1b,First responders,388
28027,5,1c,Ppl w. significant comorbid cond.,3210
28027,6,1c,Ppl w. moderate comorbid cond.,7144
28027,7,1c,All older adults,3358
28027,8,U,Ppl in homeless shelters,215
28027,9,U,Incarcerated,375
28027,10,U,Young adults,4136
28027,11,U,Children,6538
28027,12,U,Critical risk workers-2,1260
28029,0,1a,High risk workers,633
28029,1,1a,Older adults,308
28029,2,1b,Critical risk workers-1,691
28029,3,1b,Teachers,670
28029,4,1b,First responders,386
28029,5,1c,Ppl w. significant comorbid cond.,3916
28029,6,1c,Ppl w. moderate comorbid cond.,8717
28029,7,1c,All older adults,4701
